,gamma,true_positives,false_positives,false_negatives,true_negatives,error
341,7.340492551255854e-05,1.0,0.8597142857142858,0.0,0.1402857142857143,0.3009
342,7.794871406953723e-05,1.0,0.8551428571428571,0.0,0.14485714285714285,0.29929999999999995
343,8.277376460323434e-05,1.0,0.8511428571428571,0.0,0.14885714285714285,0.29789999999999994
344,8.789748732069529e-05,1.0,0.8474285714285714,0.0,0.15257142857142858,0.2966
345,9.333837012639509e-05,1.0,0.8425714285714285,0.0,0.15742857142857142,0.29489999999999994
346,9.911604533205682e-05,1.0,0.8371428571428572,0.0,0.16285714285714287,0.293
347,0.00010525136049582919,1.0,0.8322857142857143,0.0,0.1677142857142857,0.2913
348,0.00011176645364643212,1.0,0.8288571428571428,0.0,0.17114285714285715,0.29009999999999997
349,0.0001186848331637012,1.0,0.8254285714285714,0.0,0.17457142857142857,0.2889
350,0.00012603146260376362,1.0,0.824,0.0,0.176,0.2884
351,0.00013383285077491971,1.0,0.8205714285714286,0.0,0.17942857142857144,0.2872
352,0.00014211714738925085,1.0,0.816,0.0,0.184,0.28559999999999997
353,0.0001509142446350924,1.0,0.8125714285714286,0.0,0.18742857142857142,0.2844
354,0.00016025588503687575,1.0,0.8077142857142857,0.0,0.19228571428571428,0.2827
355,0.00017017577599152934,1.0,0.8025714285714286,0.0,0.19742857142857143,0.2809
356,0.00018070971139471953,1.0,0.7982857142857143,0.0,0.2017142857142857,0.2794
357,0.0001918957007957955,1.0,0.7928571428571428,0.0,0.20714285714285716,0.27749999999999997
358,0.0002037741065474663,1.0,0.7882857142857143,0.0,0.21171428571428572,0.2759
359,0.00021638778944508774,1.0,0.7848571428571428,0.0,0.21514285714285714,0.27469999999999994
360,0.00022978226338106754,1.0,0.7788571428571428,0.0,0.22114285714285714,0.27259999999999995
361,0.00024400585957242845,1.0,0.7734285714285715,0.0,0.22657142857142856,0.2707
362,0.0002591099009541102,1.0,0.7691428571428571,0.0,0.23085714285714284,0.2692
363,0.0002751488873672732,1.0,0.7662857142857142,0.0,0.2337142857142857,0.26819999999999994
364,0.0002921806922108179,1.0,0.7628571428571429,0.0,0.23714285714285716,0.267
365,0.00031026677126569683,1.0,0.758,0.0,0.242,0.2653
366,0.00032947238444551815,1.0,0.7537142857142857,0.0,0.24628571428571427,0.2638
367,0.0003498668312735843,1.0,0.7477142857142857,0.0,0.2522857142857143,0.2617
368,0.00037152370093603395,1.0,0.7428571428571429,0.0,0.2571428571428571,0.26
369,0.00039452113781335513,1.0,0.7377142857142858,0.0,0.2622857142857143,0.2582
370,0.00041894212344838373,1.0,0.7337142857142858,0.0,0.2662857142857143,0.25680000000000003
371,0.00044487477596821286,1.0,0.7308571428571429,0.0,0.26914285714285713,0.25579999999999997
372,0.00047241266804041434,1.0,0.7245714285714285,0.0,0.2754285714285714,0.2536
373,0.000501655164510853,1.0,0.7194285714285714,0.0,0.2805714285714286,0.25179999999999997
374,0.0005327077809413909,1.0,0.7145714285714285,0.0,0.2854285714285714,0.2501
375,0.00056568256434119,1.0,0.7094285714285714,0.0,0.2905714285714286,0.24829999999999997
376,0.0006006984974654066,1.0,0.7025714285714286,0.0,0.29742857142857143,0.2459
377,0.0006378819281401049,1.0,0.6977142857142857,0.0,0.30228571428571427,0.2442
378,0.0006773670251625199,1.0,0.6908571428571428,0.0,0.30914285714285716,0.2418
379,0.0007192962624216952,1.0,0.6857142857142857,0.0,0.3142857142857143,0.24
380,0.0007638209329863438,1.0,0.6797142857142857,0.0,0.3202857142857143,0.23789999999999997
381,0.0008111016950149132,1.0,0.6754285714285714,0.0,0.32457142857142857,0.23639999999999997
382,0.000861309151457659,1.0,0.6682857142857143,0.0,0.33171428571428574,0.23389999999999997
383,0.000914624465642465,1.0,0.6617142857142857,0.0,0.3382857142857143,0.23159999999999997
384,0.0009712400149656228,1.0,0.6551428571428571,0.0,0.34485714285714286,0.22929999999999998
385,0.0010313600850462823,1.0,0.6534285714285715,0.0,0.3465714285714286,0.2287
386,0.001095201606849286,1.0,0.6474285714285715,0.0,0.3525714285714286,0.2266
387,0.0011629949394361446,1.0,0.644,0.0,0.356,0.2254
388,0.0012349847011685505,1.0,0.6365714285714286,0.0,0.36342857142857143,0.22279999999999997
389,0.001311430652363656,1.0,0.6302857142857143,0.0,0.3697142857142857,0.2206
390,0.0013926086325859997,1.0,0.6234285714285714,0.0,0.37657142857142856,0.2182
391,0.0014788115559581027,1.0,0.616,0.0,0.384,0.21559999999999999
392,0.0015703504680811139,0.9998461538461538,0.6097142857142858,0.00015384615384615385,0.3902857142857143,0.2135
393,0.001667555668379183,0.9998461538461538,0.6042857142857143,0.00015384615384615385,0.39571428571428574,0.21159999999999998
394,0.0017707779019173122,0.9998461538461538,0.5977142857142858,0.00015384615384615385,0.4022857142857143,0.20929999999999999
395,0.0018803896249931166,0.9998461538461538,0.5917142857142857,0.00015384615384615385,0.4082857142857143,0.2072
396,0.0019967863490691243,0.9998461538461538,0.5848571428571429,0.00015384615384615385,0.41514285714285715,0.20479999999999998
397,0.0021203880678949175,0.9998461538461538,0.5802857142857143,0.00015384615384615385,0.4197142857142857,0.2032
398,0.0022516407729685946,0.9998461538461538,0.5742857142857143,0.00015384615384615385,0.4257142857142857,0.20109999999999997
399,0.002391018062805787,0.9998461538461538,0.566,0.00015384615384615385,0.434,0.19819999999999996
400,0.002539022851822943,0.9998461538461538,0.5568571428571428,0.00015384615384615385,0.4431428571428571,0.19499999999999998
401,0.0026961891850010447,0.9998461538461538,0.55,0.00015384615384615385,0.45,0.1926
402,0.0028630841648775857,0.9998461538461538,0.544,0.00015384615384615385,0.456,0.1905
403,0.003040309997819981,0.9996923076923077,0.5388571428571428,0.0003076923076923077,0.46114285714285713,0.18879999999999997
404,0.003228506166963956,0.9996923076923077,0.5305714285714286,0.0003076923076923077,0.4694285714285714,0.1859
405,0.003428351739657524,0.9996923076923077,0.5234285714285715,0.0003076923076923077,0.4765714285714286,0.1834
406,0.003640567817736491,0.9995384615384615,0.5151428571428571,0.00046153846153846153,0.4848571428571429,0.18059999999999998
407,0.0038659201394728006,0.9995384615384615,0.5074285714285715,0.00046153846153846153,0.49257142857142855,0.1779
408,0.004105221842584327,0.9993846153846154,0.49857142857142855,0.0006153846153846154,0.5014285714285714,0.1749
409,0.004359336398275857,0.9993846153846154,0.4908571428571429,0.0006153846153846154,0.5091428571428571,0.17220000000000002
410,0.00462918072689816,0.9993846153846154,0.484,0.0006153846153846154,0.516,0.1698
411,0.0049157285064673605,0.9993846153846154,0.478,0.0006153846153846154,0.522,0.1677
412,0.0052200136859827185,0.9993846153846154,0.4702857142857143,0.0006153846153846154,0.5297142857142857,0.165
413,0.005543134216219923,0.9992307692307693,0.462,0.0007692307692307692,0.538,0.1622
414,0.005886256011461689,0.9987692307692307,0.452,0.0012307692307692308,0.548,0.159
415,0.00625061715646075,0.9987692307692307,0.444,0.0012307692307692308,0.556,0.15619999999999998
416,0.006637532373815231,0.9984615384615385,0.43885714285714283,0.0015384615384615385,0.5611428571428572,0.1546
417,0.0070483977678759795,0.9984615384615385,0.43028571428571427,0.0015384615384615385,0.5697142857142857,0.15159999999999998
418,0.007484695862303305,0.9984615384615385,0.42514285714285716,0.0015384615384615385,0.5748571428571428,0.1498
419,0.007948000949450095,0.9981538461538462,0.41714285714285715,0.0018461538461538461,0.5828571428571429,0.1472
420,0.008439984770873475,0.998,0.4085714285714286,0.002,0.5914285714285714,0.14429999999999998
421,0.008962422549471973,0.9976923076923077,0.4017142857142857,0.002307692307692308,0.5982857142857143,0.14209999999999998
422,0.009517199395013916,0.9976923076923077,0.396,0.002307692307692308,0.604,0.1401
423,0.010106317106170102,0.9976923076923077,0.3894285714285714,0.002307692307692308,0.6105714285714285,0.13779999999999998
424,0.010731901393594484,0.9973846153846154,0.3822857142857143,0.0026153846153846153,0.6177142857142857,0.1355
425,0.011396209550115883,0.9973846153846154,0.37714285714285717,0.0026153846153846153,0.6228571428571429,0.1337
426,0.012101638595717034,0.9972307692307693,0.36828571428571427,0.002769230769230769,0.6317142857142857,0.13069999999999998
427,0.01285073392669052,0.9970769230769231,0.362,0.002923076923076923,0.638,0.1286
428,0.013646198500179998,0.9969230769230769,0.354,0.003076923076923077,0.646,0.12589999999999998
429,0.014490902587247962,0.9967692307692307,0.348,0.0032307692307692306,0.652,0.12389999999999998
430,0.015387894129661085,0.9963076923076923,0.3394285714285714,0.0036923076923076922,0.6605714285714286,0.12119999999999999
431,0.016340409737764135,0.996,0.334,0.004,0.666,0.11950000000000001
432,0.01735188636912579,0.9958461538461538,0.3271428571428571,0.004153846153846154,0.6728571428571428,0.11719999999999998
433,0.0184259737300964,0.9956923076923077,0.31857142857142856,0.0043076923076923075,0.6814285714285714,0.11429999999999998
434,0.019566547445026172,0.9955384615384615,0.314,0.004461538461538461,0.686,0.1128
435,0.02077772304066219,0.9953846153846154,0.3068571428571429,0.004615384615384616,0.6931428571428572,0.11040000000000001
436,0.022063870796184142,0.9953846153846154,0.30142857142857143,0.004615384615384616,0.6985714285714286,0.1085
437,0.023429631512462044,0.9952307692307693,0.2934285714285714,0.0047692307692307695,0.7065714285714285,0.1058
438,0.024879933257436076,0.9949230769230769,0.2865714285714286,0.005076923076923077,0.7134285714285714,0.1036
439,0.026420009148040862,0.9946153846153846,0.27885714285714286,0.005384615384615384,0.7211428571428572,0.1011
440,0.028055416232836583,0.9946153846153846,0.2737142857142857,0.005384615384615384,0.7262857142857143,0.09929999999999999
441,0.02979205554348104,0.994,0.26685714285714285,0.006,0.7331428571428571,0.0973
442,0.03163619338739429,0.9938461538461538,0.258,0.006153846153846154,0.742,0.0943
443,0.03359448395844615,0.9933846153846154,0.25142857142857145,0.006615384615384615,0.7485714285714286,0.0923
444,0.03567399334725244,0.9930769230769231,0.24571428571428572,0.006923076923076923,0.7542857142857143,0.0905
445,0.03788222503771642,0.9930769230769231,0.2397142857142857,0.006923076923076923,0.7602857142857142,0.08839999999999999
446,0.04022714698181428,0.9927692307692307,0.23257142857142857,0.007230769230769231,0.7674285714285715,0.0861
447,0.042717220350318635,0.9924615384615385,0.22657142857142856,0.007538461538461538,0.7734285714285715,0.0842
448,0.04536143006320102,0.992,0.22,0.008,0.78,0.0822
449,0.0481693172098762,0.9912307692307692,0.21342857142857144,0.008769230769230769,0.7865714285714286,0.0804
450,0.05115101347627002,0.9906153846153846,0.20942857142857144,0.009384615384615385,0.7905714285714286,0.0794
451,0.05431727770293387,0.9896923076923076,0.20285714285714285,0.010307692307692308,0.7971428571428572,0.07769999999999999
452,0.05767953470611821,0.9893846153846154,0.1977142857142857,0.010615384615384615,0.8022857142857143,0.0761
453,0.061249916501883085,0.9892307692307692,0.19457142857142856,0.010769230769230769,0.8054285714285714,0.0751
454,0.06504130608199434,0.9887692307692307,0.18942857142857142,0.01123076923076923,0.8105714285714286,0.0736
455,0.06906738389956193,0.9883076923076923,0.18657142857142858,0.011692307692307693,0.8134285714285714,0.07289999999999999
456,0.07334267723215435,0.988,0.18142857142857144,0.012,0.8185714285714286,0.0713
457,0.07788261260050548,0.9873846153846154,0.1762857142857143,0.012615384615384615,0.8237142857142857,0.0699
458,0.08270357143195661,0.9866153846153846,0.17114285714285715,0.013384615384615385,0.8288571428571428,0.06860000000000001
459,0.08782294916948326,0.9861538461538462,0.1637142857142857,0.013846153846153847,0.8362857142857143,0.0663
460,0.09325921803958992,0.9856923076923076,0.15885714285714286,0.014307692307692308,0.8411428571428572,0.0649
461,0.09903199370555761,0.9850769230769231,0.15485714285714286,0.014923076923076923,0.8451428571428572,0.0639
462,0.10516210604654914,0.9844615384615385,0.15085714285714286,0.01553846153846154,0.8491428571428571,0.0629
463,0.11167167431796356,0.9838461538461538,0.14485714285714285,0.016153846153846154,0.8551428571428571,0.0612
464,0.118584186964241,0.9836923076923076,0.13942857142857143,0.016307692307692308,0.8605714285714285,0.059399999999999994
465,0.12592458637210574,0.9830769230769231,0.13428571428571429,0.016923076923076923,0.8657142857142858,0.057999999999999996
466,0.13371935887006242,0.9823076923076923,0.13028571428571428,0.01769230769230769,0.8697142857142857,0.0571
467,0.14199663029888998,0.9815384615384616,0.12657142857142858,0.018461538461538463,0.8734285714285714,0.0563
468,0.1507862674979802,0.9812307692307692,0.122,0.01876923076923077,0.878,0.0549
469,0.160119986073713,0.98,0.11742857142857142,0.02,0.8825714285714286,0.054099999999999995
470,0.17003146483872927,0.9793846153846154,0.114,0.020615384615384615,0.886,0.0533
471,0.1805564673350313,0.9781538461538462,0.10971428571428571,0.021846153846153845,0.8902857142857142,0.052599999999999994
472,0.19173297087940247,0.9773846153846154,0.10685714285714286,0.022615384615384617,0.8931428571428571,0.052099999999999994
473,0.20360130359678,0.9763076923076923,0.10257142857142858,0.023692307692307693,0.8974285714285715,0.0513
474,0.21620428993603755,0.9753846153846154,0.096,0.024615384615384615,0.904,0.0496
475,0.2295874051932419,0.9736923076923077,0.094,0.026307692307692306,0.906,0.05
476,0.2437989395999488,0.9730769230769231,0.09085714285714286,0.026923076923076925,0.9091428571428571,0.049300000000000004
477,0.2588901725686174,0.9721538461538461,0.08828571428571429,0.027846153846153847,0.9117142857142857,0.049
478,0.274915557723872,0.9709230769230769,0.08457142857142858,0.029076923076923077,0.9154285714285715,0.0485
479,0.29193291938725835,0.9696923076923077,0.08171428571428571,0.030307692307692306,0.9182857142857143,0.048299999999999996
480,0.31000366122447015,0.968,0.078,0.032,0.922,0.048100000000000004
481,0.32919298780790573,0.9661538461538461,0.07485714285714286,0.033846153846153845,0.9251428571428572,0.04819999999999999
482,0.34957013989401853,0.9649230769230769,0.07171428571428572,0.035076923076923075,0.9282857142857143,0.0479
483,0.3712086442644117,0.9636923076923077,0.068,0.036307692307692305,0.932,0.0474
484,0.3941865790321766,0.9626153846153847,0.06657142857142857,0.037384615384615384,0.9334285714285714,0.0476
485,0.41858685537077933,0.9612307692307692,0.06371428571428571,0.03876923076923077,0.9362857142857143,0.0475
486,0.4444975166820566,0.9601538461538461,0.06028571428571428,0.039846153846153844,0.9397142857142857,0.047
487,0.47201205628280635,0.9589230769230769,0.058,0.04107692307692308,0.942,0.047
488,0.501229754756281,0.9572307692307692,0.054857142857142854,0.04276923076923077,0.9451428571428572,0.047
489,0.532256038185847,0.9549230769230769,0.054285714285714284,0.04507692307692308,0.9457142857142857,0.048299999999999996
490,0.5652028585634238,0.9532307692307692,0.052,0.04676923076923077,0.948,0.048600000000000004
491,0.6001890977453266,0.9524615384615385,0.05,0.047538461538461536,0.95,0.0484
492,0.6373409964131075,0.9513846153846154,0.048285714285714286,0.048615384615384616,0.9517142857142857,0.0485
493,0.6767926095872101,0.9495384615384616,0.045714285714285714,0.05046153846153846,0.9542857142857143,0.0488
494,0.7186862903370664,0.9478461538461539,0.044,0.052153846153846155,0.956,0.0493
495,0.763173203433005,0.9458461538461539,0.04257142857142857,0.05415384615384616,0.9574285714285714,0.050100000000000006
496,0.8104138707933769,0.9435384615384615,0.04171428571428572,0.05646153846153846,0.9582857142857143,0.0513
497,0.8605787506950364,0.9407692307692308,0.04,0.05923076923076923,0.96,0.0525
498,0.9138488528371349,0.9387692307692308,0.038,0.06123076923076923,0.962,0.0531
499,0.9704163914775641,0.9366153846153846,0.03628571428571428,0.06338461538461539,0.9637142857142857,0.053899999999999997
500,1.030485478998754,0.9335384615384615,0.03485714285714286,0.06646153846153846,0.9651428571428572,0.055400000000000005
501,1.094272862405419,0.932,0.03428571428571429,0.068,0.9657142857142857,0.0562
502,1.1620087054117496,0.9306153846153846,0.031714285714285716,0.06938461538461538,0.9682857142857143,0.05619999999999999
503,1.2339374189400565,0.928,0.03,0.072,0.97,0.057300000000000004
504,1.310318543027546,0.9250769230769231,0.029142857142857144,0.07492307692307693,0.9708571428571429,0.0589
505,1.39142768332341,0.9218461538461539,0.027428571428571427,0.07815384615384616,0.9725714285714285,0.0604
506,1.4775575055553885,0.9198461538461539,0.026,0.08015384615384616,0.974,0.061200000000000004
507,1.5690187915541316,0.9167692307692308,0.024285714285714285,0.08323076923076923,0.9757142857142858,0.0626
508,1.6661415606458116,0.9124615384615384,0.023714285714285716,0.08753846153846154,0.9762857142857143,0.0652
509,1.7692762604592982,0.91,0.022,0.09,0.978,0.0662
510,1.8787950314446815,0.9073846153846153,0.02085714285714286,0.09261538461538461,0.9791428571428571,0.0675
511,1.9950930496659005,0.9053846153846153,0.019428571428571427,0.09461538461538462,0.9805714285714285,0.0683
512,2.1185899527126684,0.9027692307692308,0.018857142857142857,0.09723076923076923,0.9811428571428571,0.0698
513,2.2497313538768027,0.9003076923076923,0.018,0.09969230769230769,0.982,0.0711
514,2.388990450056564,0.8961538461538462,0.01742857142857143,0.10384615384615385,0.9825714285714285,0.0736
515,2.536869729190786,0.8935384615384615,0.01657142857142857,0.10646153846153845,0.9834285714285714,0.075
516,2.6939027833837312,0.8906153846153846,0.015428571428571429,0.10938461538461539,0.9845714285714285,0.0765
517,2.8606562342629624,0.8876923076923077,0.014,0.1123076923076923,0.986,0.0779
518,3.0377317775174815,0.8841538461538462,0.012857142857142857,0.11584615384615385,0.9871428571428571,0.07980000000000001
519,3.225768353993443,0.882,0.012,0.118,0.988,0.0809
520,3.4254444551813905,0.8783076923076923,0.010857142857142857,0.1216923076923077,0.9891428571428571,0.0829
521,3.6374805714138967,0.8750769230769231,0.009714285714285713,0.12492307692307693,0.9902857142857143,0.08460000000000001
522,3.862641791607426,0.8718461538461538,0.009428571428571429,0.12815384615384615,0.9905714285714285,0.0866
523,4.101740563929057,0.8681538461538462,0.008571428571428572,0.13184615384615384,0.9914285714285714,0.0887
524,4.355639627349366,0.8643076923076923,0.007714285714285714,0.1356923076923077,0.9922857142857143,0.0909
525,4.62525512465938,0.8612307692307692,0.006857142857142857,0.13876923076923076,0.9931428571428571,0.09259999999999999
526,4.911559908184278,0.8578461538461538,0.006857142857142857,0.14215384615384616,0.9931428571428571,0.09480000000000001
527,5.215587050121843,0.8547692307692307,0.006,0.14523076923076922,0.994,0.0965
528,5.538433570171992,0.8516923076923076,0.006,0.1483076923076923,0.994,0.0985
529,5.881264393907774,0.8483076923076923,0.005714285714285714,0.15169230769230768,0.9942857142857143,0.1006
530,6.245316556170814,0.8444615384615385,0.005142857142857143,0.15553846153846154,0.9948571428571429,0.1029
531,6.63190366465829,0.8398461538461538,0.005142857142857143,0.16015384615384615,0.9948571428571429,0.1059
532,7.042420639807374,0.8372307692307692,0.004571428571428572,0.16276923076923078,0.9954285714285714,0.10740000000000001
533,7.478348748080091,0.8335384615384616,0.004,0.16646153846153847,0.996,0.1096
534,7.94126094680998,0.8278461538461539,0.004,0.17215384615384616,0.996,0.1133
535,8.432827559896776,0.8232307692307692,0.004,0.17676923076923076,0.996,0.1163
536,8.954822304828138,0.8198461538461539,0.004,0.18015384615384616,0.996,0.11850000000000001
537,9.509128692776102,0.8166153846153846,0.0037142857142857142,0.1833846153846154,0.9962857142857143,0.12050000000000001
538,10.09774682486155,0.8118461538461539,0.0037142857142857142,0.18815384615384614,0.9962857142857143,0.12359999999999999
539,10.72280060910964,0.808,0.0034285714285714284,0.192,0.9965714285714286,0.126
540,11.386545424137086,0.8052307692307692,0.0034285714285714284,0.19476923076923078,0.9965714285714286,0.12780000000000002
541,12.091376257224173,0.8007692307692308,0.003142857142857143,0.19923076923076924,0.9968571428571429,0.1306
542,12.839836346136048,0.7964615384615384,0.0025714285714285713,0.20353846153846153,0.9974285714285714,0.1332
543,13.634626355875525,0.7921538461538462,0.002,0.20784615384615385,0.998,0.1358
544,14.478614123479868,0.7876923076923077,0.001142857142857143,0.2123076923076923,0.9988571428571429,0.13840000000000002
545,15.374845006023609,0.7833846153846153,0.001142857142857143,0.21661538461538463,0.9988571428571429,0.14120000000000002
546,16.326552869166104,0.7796923076923077,0.001142857142857143,0.22030769230769232,0.9988571428571429,0.14360000000000003
547,17.337171755893706,0.7743076923076923,0.001142857142857143,0.2256923076923077,0.9988571428571429,0.1471
548,18.41034827756086,0.7695384615384615,0.0008571428571428571,0.23046153846153847,0.9991428571428571,0.1501
549,19.54995477194061,0.7652307692307693,0.0008571428571428571,0.23476923076923076,0.9991428571428571,0.15289999999999998
550,20.760103275762702,0.7601538461538462,0.0005714285714285715,0.23984615384615385,0.9994285714285714,0.15610000000000002
551,22.045160362156285,0.7549230769230769,0.0005714285714285715,0.24507692307692308,0.9994285714285714,0.1595
552,23.409762896535106,0.7498461538461538,0.0005714285714285715,0.25015384615384617,0.9994285714285714,0.16280000000000003
553,24.858834767777076,0.7435384615384616,0.0005714285714285715,0.25646153846153846,0.9994285714285714,0.16690000000000002
554,26.39760465506924,0.7376923076923076,0.0005714285714285715,0.2623076923076923,0.9994285714285714,0.17070000000000002
555,28.0316248945262,0.732,0.00028571428571428574,0.268,0.9997142857142857,0.1743
556,29.766791513658266,0.7290769230769231,0.00028571428571428574,0.27092307692307693,0.9997142857142857,0.1762
557,31.609365505979678,0.7244615384615385,0.00028571428571428574,0.27553846153846157,0.9997142857142857,0.17920000000000003
558,33.56599542252193,0.7184615384615385,0.00028571428571428574,0.2815384615384615,0.9997142857142857,0.18309999999999998
559,35.64374136176903,0.7124615384615385,0.00028571428571428574,0.2875384615384615,0.9997142857142857,0.18699999999999997
560,37.85010044457752,0.7073846153846154,0.00028571428571428574,0.2926153846153846,0.9997142857142857,0.1903
561,40.19303386600224,0.7021538461538461,0.00028571428571428574,0.29784615384615387,0.9997142857142857,0.1937
562,42.68099562163883,0.6973846153846154,0.00028571428571428574,0.3026153846153846,0.9997142857142857,0.1968
563,45.32296301213609,0.6913846153846154,0.00028571428571428574,0.3086153846153846,0.9997142857142857,0.2007
564,48.128469035947525,0.6872307692307692,0.00028571428571428574,0.31276923076923074,0.9997142857142857,0.20339999999999997
565,51.10763678720459,0.6803076923076923,0.00028571428571428574,0.3196923076923077,0.9997142857142857,0.2079
566,54.27121598282946,0.676923076923077,0.00028571428571428574,0.3230769230769231,0.9997142857142857,0.2101
567,57.63062175068779,0.6710769230769231,0.00028571428571428574,0.32892307692307693,0.9997142857142857,0.2139
568,61.197975818740645,0.6653846153846154,0.00028571428571428574,0.3346153846153846,0.9997142857142857,0.2176
569,64.98615025381828,0.6607692307692308,0.00028571428571428574,0.3392307692307692,0.9997142857142857,0.2206
570,69.00881390783805,0.6549230769230769,0.00028571428571428574,0.34507692307692306,0.9997142857142857,0.2244
571,73.28048173905819,0.6498461538461539,0.00028571428571428574,0.35015384615384615,0.9997142857142857,0.22769999999999999
572,77.81656718633313,0.6449230769230769,0.00028571428571428574,0.35507692307692307,0.9997142857142857,0.2309
573,82.63343778535216,0.6401538461538462,0.00028571428571428574,0.35984615384615387,0.9997142857142857,0.234
574,87.748474227541,0.6349230769230769,0.00028571428571428574,0.3650769230769231,0.9997142857142857,0.2374
575,93.18013307472866,0.6293846153846154,0.0,0.3706153846153846,1.0,0.2409
576,98.9480133558723,0.6232307692307693,0.0,0.37676923076923075,1.0,0.2449
577,105.07292728614075,0.6178461538461538,0.0,0.3821538461538462,1.0,0.24840000000000004
578,111.57697536353221,0.6127692307692307,0.0,0.3872307692307692,1.0,0.2517
579,118.48362611399683,0.608,0.0,0.392,1.0,0.2548
580,125.8178007728079,0.602,0.0,0.398,1.0,0.25870000000000004
581,133.60596320773743,0.5963076923076923,0.0,0.4036923076923077,1.0,0.2624
582,141.87621540850523,0.5903076923076923,0.0,0.4096923076923077,1.0,0.2663
583,150.6583988870556,0.5852307692307692,0.0,0.4147692307692308,1.0,0.2696
584,159.98420235454384,0.5803076923076923,0.0,0.4196923076923077,1.0,0.2728
585,169.88727606356315,0.5752307692307692,0.0,0.4247692307692308,1.0,0.2761
586,180.403353228192,0.5693846153846154,0.0,0.4306153846153846,1.0,0.27990000000000004
587,191.57037895998167,0.5641538461538461,0.0,0.4358461538461538,1.0,0.2833
588,203.42864718512294,0.5578461538461539,0.0,0.4421538461538462,1.0,0.28740000000000004
589,216.0209460368298,0.5513846153846154,0.0,0.44861538461538464,1.0,0.2916
590,229.3927122475581,0.5446153846153846,0.0,0.4553846153846154,1.0,0.296
591,243.59219509815287,0.5395384615384615,0.0,0.4604615384615385,1.0,0.2993
592,258.67063051550025,0.534923076923077,0.0,0.46507692307692305,1.0,0.3023
593,274.6824259468805,0.5303076923076923,0.0,0.4696923076923077,1.0,0.3053
594,291.68535667810306,0.524,0.0,0.476,1.0,0.3094
595,309.7407743037972,0.5167692307692308,0.0,0.48323076923076924,1.0,0.3141
596,328.91382810208114,0.5113846153846154,0.0,0.4886153846153846,1.0,0.3176
597,349.27370011239475,0.5063076923076923,0.0,0.4936923076923077,1.0,0.3209
598,370.8938547647251,0.4996923076923077,0.0,0.5003076923076923,1.0,0.32520000000000004
599,393.8523039609627,0.49415384615384617,0.0,0.5058461538461538,1.0,0.3288
600,418.23188856487786,0.4887692307692308,0.0,0.5112307692307693,1.0,0.33230000000000004
601,444.1205773164189,0.48323076923076924,0.0,0.5167692307692308,1.0,0.33590000000000003
602,471.6117842489001,0.4767692307692308,0.0,0.5232307692307693,1.0,0.34010000000000007
603,500.8047057544173,0.4715384615384615,0.0,0.5284615384615384,1.0,0.34349999999999997
604,531.8046785137205,0.4664615384615385,0.0,0.5335384615384615,1.0,0.3468
605,564.723559582062,0.46076923076923076,0.0,0.5392307692307692,1.0,0.3505
606,599.6801300024795,0.4556923076923077,0.0,0.5443076923076923,1.0,0.3538
607,636.8005234028731,0.45,0.0,0.55,1.0,0.35750000000000004
608,676.2186811233789,0.4449230769230769,0.0,0.555076923076923,1.0,0.36079999999999995
609,718.076835516274,0.4401538461538462,0.0,0.5598461538461539,1.0,0.36390000000000006
610,762.5260231623005,0.43338461538461537,0.0,0.5666153846153846,1.0,0.3683
611,809.7266298552473,0.42830769230769233,0.0,0.5716923076923077,1.0,0.37160000000000004
612,859.8489693212513,0.4226153846153846,0.0,0.5773846153846154,1.0,0.3753
613,913.073897761011,0.4189230769230769,0.0,0.581076923076923,1.0,0.3777
614,969.5934664323614,0.4135384615384615,0.0,0.5864615384615385,1.0,0.38120000000000004
615,1029.6116146279198,0.4075384615384615,0.0,0.5924615384615385,1.0,0.38510000000000005
616,1093.3449055482724,0.402,0.0,0.598,1.0,0.3887
617,1161.0233077259472,0.39692307692307693,0.0,0.6030769230769231,1.0,0.392
618,1232.8910248197838,0.39276923076923076,0.0,0.6072307692307692,1.0,0.3947
619,1309.2073767738423,0.38584615384615384,0.0,0.6141538461538462,1.0,0.3992
620,1390.2477355203318,0.3803076923076923,0.0,0.6196923076923077,1.0,0.4028
621,1476.3045186028523,0.3756923076923077,0.0,0.6243076923076923,1.0,0.40580000000000005
622,1567.6882443052364,0.36938461538461537,0.0,0.6306153846153846,1.0,0.4099
623,1664.728652093205,0.3636923076923077,0.0,0.6363076923076924,1.0,0.4136
624,1767.775892411725,0.3587692307692308,0.0,0.6412307692307693,1.0,0.41680000000000006
625,1877.2017901312038,0.3553846153846154,0.0,0.6446153846153846,1.0,0.419
626,1993.401186201414,0.34984615384615386,0.0,0.6501538461538462,1.0,0.42260000000000003
627,2116.793362354227,0.34415384615384614,0.0,0.6558461538461539,1.0,0.4263
628,2247.8235539959046,0.3406153846153846,0.0,0.6593846153846153,1.0,0.4286
629,2386.9645567479115,0.334,0.0,0.666,1.0,0.43290000000000006
630,2534.7184324331242,0.3292307692307692,0.0,0.6707692307692308,1.0,0.436
631,2691.6183206631335,0.3233846153846154,0.0,0.6766153846153846,1.0,0.4398
632,2858.2303625633867,0.31876923076923075,0.0,0.6812307692307692,1.0,0.44279999999999997
633,3035.1557435775344,0.314,0.0,0.686,1.0,0.4459000000000001
634,3223.0328627220297,0.3096923076923077,0.0,0.6903076923076923,1.0,0.4487
